ivol x_MIN3P z_MIN3P RSD
 65 0.656566 0.000000 0.000000
 66 0.666667 0.000000 0.035641
 67 0.676768 0.000000 0.000000
 68 0.686869 0.000000 0.000000
 69 0.696970 0.000000 0.000000
 70 0.707071 0.000000 0.000000
 71 0.717172 0.000000 0.000000
 72 0.727273 0.000000 0.000000
 73 0.737374 0.000000 0.110209
 74 0.747475 0.000000 0.000000
 75 0.757576 0.000000 0.000000
 76 0.767677 0.000000 0.000000
 77 0.777778 0.000000 0.050677
 78 0.787879 0.000000 0.101354
 79 0.797980 0.000000 0.050677
 80 0.808081 0.000000 0.000000
 81 0.818182 0.000000 0.000000
 82 0.828283 0.000000 0.000000
 83 0.838384 0.000000 0.000000
 84 0.848485 0.000000 0.000000
 85 0.858586 0.000000 0.000000
 86 0.868687 0.000000 0.000000
 87 0.878788 0.000000 0.000000
 88 0.888889 0.000000 0.000000
 89 0.898991 0.000000 0.000000
 90 0.909092 0.000000 0.000000
 91 0.919193 0.000000 0.000000
 92 0.929294 0.000000 0.000000
 93 0.939395 0.000000 0.000000
 94 0.949496 0.000000 0.000000
 95 0.959597 0.000000 0.000000
 96 0.969698 0.000000 0.000000
 97 0.979799 0.000000 0.000000
 98 0.989900 0.000000 0.000000
 99 1.000001 0.000000 0.000000
 100 0.000000 0.010101 0.000000
 101 0.010101 0.010101 0.000000
 102 0.020202 0.010101 0.000000
 103 0.030303 0.010101 0.000000
 104 0.040404 0.010101 0.000000
 105 0.050505 0.010101 0.000000
 106 0.060606 0.010101 0.000000
 107 0.070707 0.010101 0.000000
 108 0.080808 0.010101 0.000000
 109 0.090909 0.010101 0.000000
 110 0.101010 0.010101 0.000000
 111 0.111111 0.010101 0.000000
 112 0.121212 0.010101 0.000000
 113 0.131313 0.010101 0.000000
 114 0.141414 0.010101 0.000000
 115 0.151515 0.010101 0.000000
 116 0.161616 0.010101 0.000000
 117 0.171717 0.010101 0.000000
 118 0.181818 0.010101 0.000000
 119 0.191919 0.010101 0.000000
 120 0.202020 0.010101 0.000000
 121 0.212121 0.010101 0.000000
 122 0.222222 0.010101 0.000000
 123 0.232323 0.010101 0.000000
 124 0.242424 0.010101 0.000000
 125 0.252525 0.010101 0.000000
 126 0.262626 0.010101 0.000000
 127 0.272727 0.010101 0.000000
 128 0.282828 0.010101 0.000000
 129 0.292929 0.010101 0.000000
 130 0.303030 0.010101 0.000000
 131 0.313131 0.010101 0.000000
 132 0.323232 0.010101 0.000000
 133 0.333333 0.010101 0.000000
 134 0.343434 0.010101 0.000000
 135 0.353535 0.010101 0.000000
 136 0.363636 0.010101 0.000000
 137 0.373737 0.010101 0.000000
 138 0.383838 0.010101 0.000000
 139 0.393939 0.010101 0.000000
 140 0.404041 0.010101 0.066392
 141 0.414142 0.010101 0.132783
 142 0.424243 0.010101 0.000000
 143 0.434344 0.010101 0.000000
 144 0.444445 0.010101 0.000000
 145 0.454546 0.010101 0.000000
 146 0.464647 0.010101 0.000000
 147 0.474748 0.010101 0.000000
 148 0.484849 0.010101 0.000000
 149 0.494950 0.010101 0.000000
 150 0.505051 0.010101 0.043985
 151 0.515152 0.010101 0.131956
 152 0.525253 0.010101 0.239003
 153 0.535354 0.010101 0.000000
 154 0.545455 0.010101 0.040140
 155 0.555556 0.010101 0.080281
 156 0.565657 0.010101 0.095318
 157 0.575758 0.010101 0.111956
 158 0.585859 0.010101 0.143910
 159 0.595960 0.010101 0.179101
 160 0.606061 0.010101 0.908876
 161 0.616162 0.010101 0.622443
 162 0.626263 0.010101 0.079279
 163 0.636364 0.010101 0.472848
 164 0.646465 0.010101 0.000000
 165 0.656566 0.010101 0.000000
 166 0.666667 0.010101 0.000000
 167 0.676768 0.010101 0.000000
 168 0.686869 0.010101 0.039280
 169 0.696970 0.010101 0.000000
 170 0.707071 0.010101 0.000000
 171 0.717172 0.010101 0.000000
 172 0.727273 0.010101 0.000000
 173 0.737374 0.010101 0.110208
 174 0.747475 0.010101 0.000000
 175 0.757576 0.010101 0.000000
 176 0.767677 0.010101 0.101354
 177 0.777778 0.010101 0.101354
 178 0.787879 0.010101 0.000000
 179 0.797980 0.010101 0.000000
 180 0.808081 0.010101 0.000000
 181 0.818182 0.010101 0.000000
 182 0.828283 0.010101 0.000000
 183 0.838384 0.010101 0.000000
 184 0.848485 0.010101 0.000000
 185 0.858586 0.010101 0.000000
 186 0.868687 0.010101 0.000000
 187 0.878788 0.010101 0.000000
 188 0.888889 0.010101 0.000000
 189 0.898991 0.010101 0.000000
 190 0.909092 0.010101 0.000000
 191 0.919193 0.010101 0.000000
 192 0.929294 0.010101 0.000000
 193 0.939395 0.010101 0.000000
 194 0.949496 0.010101 0.000000
 195 0.959597 0.010101 0.000000
 196 0.969698 0.010101 0.000000
 197 0.979799 0.010101 0.000000
 198 0.989900 0.010101 0.000000
 199 1.000001 0.010101 0.000000
 200 0.000000 0.020202 0.000000
 201 0.010101 0.020202 0.000000
 202 0.020202 0.020202 0.000000
 203 0.030303 0.020202 0.000000
 204 0.040404 0.020202 0.000000
 205 0.050505 0.020202 0.000000
 206 0.060606 0.020202 0.000000
 207 0.070707 0.020202 0.000000
 208 0.080808 0.020202 0.000000
 209 0.090909 0.020202 0.000000
 210 0.101010 0.020202 0.000000
 211 0.111111 0.020202 0.000000
 212 0.121212 0.020202 0.000000
 213 0.131313 0.020202 0.000000
 214 0.141414 0.020202 0.000000
 215 0.151515 0.020202 0.000000
 216 0.161616 0.020202 0.000000
 217 0.171717 0.020202 0.000000
 218 0.181818 0.020202 0.000000
 219 0.191919 0.020202 0.000000
 220 0.202020 0.020202 0.000000
 221 0.212121 0.020202 0.000000
 222 0.222222 0.020202 0.000000
 223 0.232323 0.020202 0.000000
 224 0.242424 0.020202 0.000000
 225 0.252525 0.020202 0.000000
 226 0.262626 0.020202 0.000000
 227 0.272727 0.020202 0.000000
 228 0.282828 0.020202 0.000000
 229 0.292929 0.020202 0.000000
 230 0.303030 0.020202 0.000000
 231 0.313131 0.020202 0.000000
 232 0.323232 0.020202 0.000000
 233 0.333333 0.020202 0.000000
 234 0.343434 0.020202 0.000000
 235 0.353535 0.020202 0.000000
 236 0.363636 0.020202 0.000000
 237 0.373737 0.020202 0.000000
 238 0.383838 0.020202 0.000000
 239 0.393939 0.020202 0.000000
 240 0.404041 0.020202 0.000000
 241 0.414142 0.020202 0.132784
 242 0.424243 0.020202 0.159534
 243 0.434344 0.020202 0.000000
 244 0.444445 0.020202 0.000000
 245 0.454546 0.020202 0.000000
 246 0.464647 0.020202 0.000000
 247 0.474748 0.020202 0.000000
 248 0.484849 0.020202 0.000000
 249 0.494950 0.020202 0.000000
 250 0.505051 0.020202 0.000000
 251 0.515152 0.020202 0.000000
 252 0.525253 0.020202 0.201376
 253 0.535354 0.020202 0.172097
 254 0.545455 0.020202 0.212238
 255 0.555556 0.020202 0.000000
 256 0.565657 0.020202 0.130383
 257 0.575758 0.020202 0.000000
 258 0.585859 0.020202 0.000000
 259 0.595960 0.020202 0.118353
 260 0.606061 0.020202 1.266427
 261 0.616162 0.020202 0.340304
 262 0.626263 0.020202 0.555330
 263 0.636364 0.020202 0.043984
 264 0.646465 0.020202 0.000000
 265 0.656566 0.020202 0.037174
 266 0.666667 0.020202 0.000000
 267 0.676768 0.020202 0.000000
 268 0.686869 0.020202 0.078560
 269 0.696970 0.020202 0.000000
 270 0.707071 0.020202 0.046840
 271 0.717172 0.020202 0.000000
 272 0.727273 0.020202 0.000000
 273 0.737374 0.020202 0.110209
 274 0.747475 0.020202 0.152031
 275 0.757576 0.020202 0.101354
 276 0.767677 0.020202 0.000000
 277 0.777778 0.020202 0.000000
 278 0.787879 0.020202 0.000000
 279 0.797980 0.020202 0.000000
 280 0.808081 0.020202 0.000000
 281 0.818182 0.020202 0.000000
 282 0.828283 0.020202 0.000000
 283 0.838384 0.020202 0.000000
 284 0.848485 0.020202 0.103040
 285 0.858586 0.020202 0.000000
 286 0.868687 0.020202 0.000000
 287 0.878788 0.020202 0.000000
 288 0.888889 0.020202 0.000000
 289 0.898991 0.020202 0.000000
 290 0.909092 0.020202 0.000000
 291 0.919193 0.020202 0.000000
 292 0.929294 0.020202 0.000000
 293 0.939395 0.020202 0.000000
 294 0.949496 0.020202 0.000000
 295 0.959597 0.020202 0.000000
 296 0.969698 0.020202 0.000000
 297 0.979799 0.020202 0.000000
 298 0.989900 0.020202 0.000000
 299 1.000001 0.020202 0.000000
 300 0.000000 0.030303 0.000000
 301 0.010101 0.030303 0.000000
 302 0.020202 0.030303 0.000000
 303 0.030303 0.030303 0.000000
 304 0.040404 0.030303 0.000000
 305 0.050505 0.030303 0.000000
 306 0.060606 0.030303 0.000000
 307 0.070707 0.030303 0.000000
 308 0.080808 0.030303 0.000000
 309 0.090909 0.030303 0.000000
 310 0.101010 0.030303 0.000000
 311 0.111111 0.030303 0.000000
 312 0.121212 0.030303 0.000000
 313 0.131313 0.030303 0.000000
 314 0.141414 0.030303 0.000000
 315 0.151515 0.030303 0.000000
 316 0.161616 0.030303 0.000000
 317 0.171717 0.030303 0.000000
 318 0.181818 0.030303 0.000000
 319 0.191919 0.030303 0.000000
 320 0.202020 0.030303 0.000000
 321 0.212121 0.030303 0.000000
 322 0.222222 0.030303 0.000000
 323 0.232323 0.030303 0.000000
 324 0.242424 0.030303 0.000000
 325 0.252525 0.030303 0.000000
 326 0.262626 0.030303 0.000000
 327 0.272727 0.030303 0.000000
 328 0.282828 0.030303 0.000000
 329 0.292929 0.030303 0.000000
 330 0.303030 0.030303 0.000000
 331 0.313131 0.030303 0.000000
 332 0.323232 0.030303 0.000000
 333 0.333333 0.030303 0.000000
 334 0.343434 0.030303 0.000000
 335 0.353535 0.030303 0.000000
 336 0.363636 0.030303 0.000000
 337 0.373737 0.030303 0.000000
 338 0.383838 0.030303 0.000000
 339 0.393939 0.030303 0.000000
 340 0.404041 0.030303 0.000000
 341 0.414142 0.030303 0.000000
 342 0.424243 0.030303 0.191836
 343 0.434344 0.030303 0.151052
 344 0.444445 0.030303 0.000000
 345 0.454546 0.030303 0.000000
 346 0.464647 0.030303 0.000000
 347 0.474748 0.030303 0.000000
 348 0.484849 0.030303 0.126161
 349 0.494950 0.030303 0.000000
 350 0.505051 0.030303 0.033133
 351 0.515152 0.030303 0.073729
 352 0.525253 0.030303 0.000000
 353 0.535354 0.030303 0.241517
 354 0.545455 0.030303 0.079256
 355 0.555556 0.030303 0.158101
 356 0.565657 0.030303 0.227274
 357 0.575758 0.030303 0.043986
 358 0.585859 0.030303 0.000000
 359 0.595960 0.030303 0.140935
 360 0.606061 0.030303 1.347425
 361 0.616162 0.030303 0.453729
 362 0.626263 0.030303 0.247445
 363 0.636364 0.030303 0.000000
 364 0.646465 0.030303 0.260218
 365 0.656566 0.030303 0.111522
 366 0.666667 0.030303 0.000000
 367 0.676768 0.030303 0.000000
 368 0.686869 0.030303 0.078560
 369 0.696970 0.030303 0.050677
 370 0.707071 0.030303 0.195034
 371 0.717172 0.030303 0.101354
 372 0.727273 0.030303 0.101354
 373 0.737374 0.030303 0.211563
 374 0.747475 0.030303 0.000000
 375 0.757576 0.030303 0.000000
 376 0.767677 0.030303 0.000000
 377 0.777778 0.030303 0.039185
 378 0.787879 0.030303 0.000000
 379 0.797980 0.030303 0.051520
 380 0.808081 0.030303 0.154560
 381 0.818182 0.030303 0.103040
 382 0.828283 0.030303 0.103040
 383 0.838384 0.030303 0.103040
 384 0.848485 0.030303 0.000000
 385 0.858586 0.030303 0.000000
 386 0.868687 0.030303 0.000000
 387 0.878788 0.030303 0.000000
 388 0.888889 0.030303 0.000000
 389 0.898991 0.030303 0.000000
 390 0.909092 0.030303 0.000000
 391 0.919193 0.030303 0.000000
 392 0.929294 0.030303 0.000000
 393 0.939395 0.030303 0.000000
 394 0.949496 0.030303 0.000000
 395 0.959597 0.030303 0.000000
 396 0.969698 0.030303 0.000000
 397 0.979799 0.030303 0.000000
 398 0.989900 0.030303 0.000000
 399 1.000001 0.030303 0.000000
 400 0.000000 0.040404 0.000000
 401 0.010101 0.040404 0.000000
 402 0.020202 0.040404 0.000000
 403 0.030303 0.040404 0.000000
 404 0.040404 0.040404 0.000000
 405 0.050505 0.040404 0.000000
 406 0.060606 0.040404 0.000000
 407 0.070707 0.040404 0.000000
 408 0.080808 0.040404 0.000000
 409 0.090909 0.040404 0.000000
 410 0.101010 0.040404 0.000000
 411 0.111111 0.040404 0.000000
 412 0.121212 0.040404 0.000000
 413 0.131313 0.040404 0.000000
 414 0.141414 0.040404 0.000000
 415 0.151515 0.040404 0.000000
 416 0.161616 0.040404 0.000000
 417 0.171717 0.040404 0.000000
 418 0.181818 0.040404 0.000000
 419 0.191919 0.040404 0.000000
 420 0.202020 0.040404 0.000000
 421 0.212121 0.040404 0.000000
 422 0.222222 0.040404 0.000000
 423 0.232323 0.040404 0.000000
 424 0.242424 0.040404 0.000000
 425 0.252525 0.040404 0.000000
 426 0.262626 0.040404 0.000000
 427 0.272727 0.040404 0.000000
 428 0.282828 0.040404 0.000000
 429 0.292929 0.040404 0.000000
 430 0.303030 0.040404 0.000000
 431 0.313131 0.040404 0.000000
 432 0.323232 0.040404 0.000000
 433 0.333333 0.040404 0.000000
 434 0.343434 0.040404 0.000000
 435 0.353535 0.040404 0.000000
 436 0.363636 0.040404 0.000000
 437 0.373737 0.040404 0.000000
 438 0.383838 0.040404 0.000000
 439 0.393939 0.040404 0.000000
 440 0.404041 0.040404 0.000000
 441 0.414142 0.040404 0.000000
 442 0.424243 0.040404 0.046699
 443 0.434344 0.040404 0.189243
 444 0.444445 0.040404 0.132058
 445 0.454546 0.040404 0.044079
 446 0.464647 0.040404 0.000000
 447 0.474748 0.040404 0.172685
 448 0.484849 0.040404 0.205456
 449 0.494950 0.040404 0.126161
 450 0.505051 0.040404 0.101782
 451 0.515152 0.040404 0.000000
 452 0.525253 0.040404 0.073729
 453 0.535354 0.040404 0.100688
 454 0.545455 0.040404 0.179944
 455 0.555556 0.040404 0.218669
 456 0.565657 0.040404 0.142977
 457 0.575758 0.040404 0.043986
 458 0.585859 0.040404 0.131957
 459 0.595960 0.040404 0.228906
 460 0.606061 0.040404 0.763475
 461 0.616162 0.040404 0.115589
 462 0.626263 0.040404 0.433315
 463 0.636364 0.040404 0.297392
 464 0.646465 0.040404 0.152398
 465 0.656566 0.040404 0.117076
 466 0.666667 0.040404 0.050677
 467 0.676768 0.040404 0.101354
 468 0.686869 0.040404 0.230592
 469 0.696970 0.040404 0.050677
 470 0.707071 0.040404 0.140520
 471 0.717172 0.040404 0.000000
 472 0.727273 0.040404 0.055104
 473 0.737374 0.040404 0.055104
 474 0.747475 0.040404 0.000000
 475 0.757576 0.040404 0.000000
 476 0.767677 0.040404 0.129891
 477 0.777778 0.040404 0.154561
 478 0.787879 0.040404 0.103040
 479 0.797980 0.040404 0.051520
 480 0.808081 0.040404 0.000000
 481 0.818182 0.040404 0.000000
 482 0.828283 0.040404 0.000000
 483 0.838384 0.040404 0.000000
 484 0.848485 0.040404 0.000000
 485 0.858586 0.040404 0.000000
 486 0.868687 0.040404 0.000000
 487 0.878788 0.040404 0.000000
 488 0.888889 0.040404 0.000000
 489 0.898991 0.040404 0.000000
 490 0.909092 0.040404 0.000000
 491 0.919193 0.040404 0.000000
 492 0.929294 0.040404 0.000000
 493 0.939395 0.040404 0.000000
 494 0.949496 0.040404 0.000000
 495 0.959597 0.040404 0.000000
 496 0.969698 0.040404 0.000000
 497 0.979799 0.040404 0.000000
 498 0.989900 0.040404 0.000000
 499 1.000001 0.040404 0.000000
 500 0.000000 0.050505 0.000000
 501 0.010101 0.050505 0.000000
 502 0.020202 0.050505 0.000000
 503 0.030303 0.050505 0.000000
 504 0.040404 0.050505 0.000000
 505 0.050505 0.050505 0.000000
 506 0.060606 0.050505 0.000000
 507 0.070707 0.050505 0.000000
 508 0.080808 0.050505 0.000000
 509 0.090909 0.050505 0.000000
 510 0.101010 0.050505 0.000000
 511 0.111111 0.050505 0.000000
 512 0.121212 0.050505 0.000000
 513 0.131313 0.050505 0.000000
 514 0.141414 0.050505 0.000000
 515 0.151515 0.050505 0.000000
 516 0.161616 0.050505 0.000000
 517 0.171717 0.050505 0.000000
 518 0.181818 0.050505 0.000000
 519 0.191919 0.050505 0.000000
 520 0.202020 0.050505 0.000000
 521 0.212121 0.050505 0.000000
 522 0.222222 0.050505 0.000000
 523 0.232323 0.050505 0.000000
 524 0.242424 0.050505 0.000000
 525 0.252525 0.050505 0.000000
 526 0.262626 0.050505 0.000000
 527 0.272727 0.050505 0.000000
 528 0.282828 0.050505 0.000000
 529 0.292929 0.050505 0.000000
 530 0.303030 0.050505 0.000000
 531 0.313131 0.050505 0.000000
 532 0.323232 0.050505 0.000000
 533 0.333333 0.050505 0.000000
 534 0.343434 0.050505 0.000000
 535 0.353535 0.050505 0.000000
 536 0.363636 0.050505 0.000000
 537 0.373737 0.050505 0.000000
 538 0.383838 0.050505 0.000000
 539 0.393939 0.050505 0.000000
 540 0.404041 0.050505 0.000000
 541 0.414142 0.050505 0.000000
 542 0.424243 0.050505 0.046699
 543 0.434344 0.050505 0.302911
 544 0.444445 0.050505 0.202533
 545 0.454546 0.050505 0.345841
 546 0.464647 0.050505 0.172685
 547 0.474748 0.050505 0.000000
 548 0.484849 0.050505 0.198638
 549 0.494950 0.050505 0.042054
 550 0.505051 0.050505 0.227943
 551 0.515152 0.050505 0.071031
 552 0.525253 0.050505 0.073729
 553 0.535354 0.050505 0.000000
 554 0.545455 0.050505 0.320259
 555 0.555556 0.050505 0.218669
 556 0.565657 0.050505 0.095318
 557 0.575758 0.050505 0.000000
 558 0.585859 0.050505 0.070383
 559 0.595960 0.050505 0.105744
 560 0.606061 0.050505 0.693293
 561 0.616162 0.050505 0.372470
 562 0.626263 0.050505 0.140379
 563 0.636364 0.050505 0.296480
 564 0.646465 0.050505 0.218430
 565 0.656566 0.050505 0.101354
 566 0.666667 0.050505 0.050677
 567 0.676768 0.050505 0.000000
 568 0.686869 0.050505 0.078560
 569 0.696970 0.050505 0.000000
 570 0.707071 0.050505 0.140520
 571 0.717172 0.050505 0.000000
 572 0.727273 0.050505 0.165313
 573 0.737374 0.050505 0.103040
 574 0.747475 0.050505 0.154560
 575 0.757576 0.050505 0.142225
 576 0.767677 0.050505 0.129890
 577 0.777778 0.050505 0.000000
 578 0.787879 0.050505 0.000000
 579 0.797980 0.050505 0.000000
 580 0.808081 0.050505 0.000000
 581 0.818182 0.050505 0.000000
 582 0.828283 0.050505 0.000000
 583 0.838384 0.050505 0.000000
 584 0.848485 0.050505 0.000000
 585 0.858586 0.050505 0.000000
 586 0.868687 0.050505 0.000000
 587 0.878788 0.050505 0.000000
 588 0.888889 0.050505 0.000000
 589 0.898991 0.050505 0.000000
 590 0.909092 0.050505 0.000000
 591 0.919193 0.050505 0.000000
 592 0.929294 0.050505 0.000000
 593 0.939395 0.050505 0.000000
 594 0.949496 0.050505 0.000000
 595 0.959597 0.050505 0.000000
 596 0.969698 0.050505 0.000000
 597 0.979799 0.050505 0.000000
 598 0.989900 0.050505 0.000000
 599 1.000001 0.050505 0.000000
 600 0.000000 0.060606 0.000000
 601 0.010101 0.060606 0.000000
 602 0.020202 0.060606 0.000000
 603 0.030303 0.060606 0.000000
 604 0.040404 0.060606 0.000000
 605 0.050505 0.060606 0.000000
 606 0.060606 0.060606 0.000000
 607 0.070707 0.060606 0.000000
 608 0.080808 0.060606 0.000000
 609 0.090909 0.060606 0.000000
 610 0.101010 0.060606 0.000000
 611 0.111111 0.060606 0.000000
 612 0.121212 0.060606 0.000000
 613 0.131313 0.060606 0.000000
 614 0.141414 0.060606 0.000000
 615 0.151515 0.060606 0.000000
 616 0.161616 0.060606 0.000000
 617 0.171717 0.060606 0.000000
 618 0.181818 0.060606 0.000000
 619 0.191919 0.060606 0.000000
 620 0.202020 0.060606 0.000000
 621 0.212121 0.060606 0.000000
 622 0.222222 0.060606 0.000000
 623 0.232323 0.060606 0.000000
 624 0.242424 0.060606 0.000000
 625 0.252525 0.060606 0.000000
 626 0.262626 0.060606 0.000000
 627 0.272727 0.060606 0.000000
 628 0.282828 0.060606 0.000000
 629 0.292929 0.060606 0.000000
 630 0.303030 0.060606 0.000000
 631 0.313131 0.060606 0.000000
 632 0.323232 0.060606 0.000000
 633 0.333333 0.060606 0.000000
 634 0.343434 0.060606 0.000000
 635 0.353535 0.060606 0.000000
 636 0.363636 0.060606 0.000000
 637 0.373737 0.060606 0.000000
 638 0.383838 0.060606 0.000000
 639 0.393939 0.060606 0.000000
 640 0.404041 0.060606 0.000000
 641 0.414142 0.060606 0.000000
 642 0.424243 0.060606 0.031769
 643 0.434344 0.060606 0.078468
 644 0.444445 0.060606 0.093398
 645 0.454546 0.060606 0.367665
 646 0.464647 0.060606 0.221669
 647 0.474748 0.060606 0.045078
 648 0.484849 0.060606 0.261164
 649 0.494950 0.060606 0.253018
 650 0.505051 0.060606 0.243554
 651 0.515152 0.060606 0.296910
 652 0.525253 0.060606 0.364100
 653 0.535354 0.060606 0.310831
 654 0.545455 0.060606 0.261047
 655 0.555556 0.060606 0.534920
 656 0.565657 0.060606 0.416225
 657 0.575758 0.060606 0.045078
 658 0.585859 0.060606 0.035191
 659 0.595960 0.060606 0.070553
 660 0.606061 0.060606 0.846650
 661 0.616162 0.060606 0.293691
 662 0.626263 0.060606 0.234151
 663 0.636364 0.060606 0.000000
 664 0.646465 0.060606 0.000000
 665 0.656566 0.060606 0.000000
 666 0.666667 0.060606 0.000000
 667 0.676768 0.060606 0.078560
 668 0.686869 0.060606 0.000000
 669 0.696970 0.060606 0.051520
 670 0.707071 0.060606 0.243560
 671 0.717172 0.060606 0.103040
 672 0.727273 0.060606 0.213248
 673 0.737374 0.060606 0.000000
 674 0.747475 0.060606 0.000000
 675 0.757576 0.060606 0.078370
 676 0.767677 0.060606 0.000000
 677 0.777778 0.060606 0.000000
 678 0.787879 0.060606 0.000000
 679 0.797980 0.060606 0.000000
 680 0.808081 0.060606 0.000000
 681 0.818182 0.060606 0.000000
 682 0.828283 0.060606 0.000000
 683 0.838384 0.060606 0.000000
 684 0.848485 0.060606 0.000000
 685 0.858586 0.060606 0.000000
 686 0.868687 0.060606 0.000000
 687 0.878788 0.060606 0.000000
 688 0.888889 0.060606 0.000000
 689 0.898991 0.060606 0.116212
 690 0.909092 0.060606 0.058106
 691 0.919193 0.060606 0.000000
 692 0.929294 0.060606 0.000000
 693 0.939395 0.060606 0.000000
 694 0.949496 0.060606 0.000000
 695 0.959597 0.060606 0.000000
 696 0.969698 0.060606 0.000000
 697 0.979799 0.060606 0.000000
 698 0.989900 0.060606 0.000000
 699 1.000001 0.060606 0.000000
 700 0.000000 0.070707 0.000000
 701 0.010101 0.070707 0.000000
 702 0.020202 0.070707 0.000000
 703 0.030303 0.070707 0.000000
 704 0.040404 0.070707 0.000000
 705 0.050505 0.070707 0.000000
 706 0.060606 0.070707 0.000000
 707 0.070707 0.070707 0.000000
 708 0.080808 0.070707 0.000000
 709 0.090909 0.070707 0.000000
 710 0.101010 0.070707 0.000000
 711 0.111111 0.070707 0.000000
 712 0.121212 0.070707 0.000000
 713 0.131313 0.070707 0.000000
 714 0.141414 0.070707 0.000000
 715 0.151515 0.070707 0.000000
 716 0.161616 0.070707 0.000000
 717 0.171717 0.070707 0.000000
 718 0.181818 0.070707 0.000000
 719 0.191919 0.070707 0.000000
 720 0.202020 0.070707 0.000000
 721 0.212121 0.070707 0.000000
 722 0.222222 0.070707 0.000000
 723 0.232323 0.070707 0.000000
 724 0.242424 0.070707 0.000000
 725 0.252525 0.070707 0.000000
 726 0.262626 0.070707 0.000000
 727 0.272727 0.070707 0.000000
 728 0.282828 0.070707 0.000000
 729 0.292929 0.070707 0.000000
 730 0.303030 0.070707 0.000000
 731 0.313131 0.070707 0.000000
 732 0.323232 0.070707 0.000000
 733 0.333333 0.070707 0.000000
 734 0.343434 0.070707 0.000000
 735 0.353535 0.070707 0.000000
 736 0.363636 0.070707 0.000000
 737 0.373737 0.070707 0.000000
 738 0.383838 0.070707 0.000000
 739 0.393939 0.070707 0.000000
 740 0.404041 0.070707 0.000000
 741 0.414142 0.070707 0.000000
 742 0.424243 0.070707 0.185599
 743 0.434344 0.070707 0.086067
 744 0.444445 0.070707 0.162455
 745 0.454546 0.070707 0.364544
 746 0.464647 0.070707 0.190669
 747 0.474748 0.070707 0.093678
 748 0.484849 0.070707 0.083954
 749 0.494950 0.070707 0.109060
 750 0.505051 0.070707 0.066267
 751 0.515152 0.070707 0.000000
 752 0.525253 0.070707 0.151298
 753 0.535354 0.070707 0.416689
 754 0.545455 0.070707 0.205417
 755 0.555556 0.070707 0.453234
 756 0.565657 0.070707 0.375766
 757 0.575758 0.070707 0.238695
 758 0.585859 0.070707 0.254581
 759 0.595960 0.070707 0.180311
 760 0.606061 0.070707 0.809036
 761 0.616162 0.070707 0.312202
 762 0.626263 0.070707 0.000000
 763 0.636364 0.070707 0.000000
 764 0.646465 0.070707 0.000000
 765 0.656566 0.070707 0.000000
 766 0.666667 0.070707 0.000000
 767 0.676768 0.070707 0.117840
 768 0.686869 0.070707 0.103040
 769 0.696970 0.070707 0.243560
 770 0.707071 0.070707 0.000000
 771 0.717172 0.070707 0.000000
 772 0.727273 0.070707 0.110209
 773 0.737374 0.070707 0.000000
 774 0.747475 0.070707 0.039185
